year,year_id,countries,country_id,regions,region_id,western_emerging,west_emerge_id,capital,latitude,longitude,fdi_in_usa_million,globalization_100,gdp_per_capita_usd,interaction_gdp,fdi_by_usa_million,interaction_us_fdi,stock_market_capitalization_gdp,interaction_stock_mkt,government_effectiveness ,rule_of_law
2013,32,New Zealand,23,Canada & Pacific,2,Western,1,Wellington,-41.2866,174.7756,1046,76,42962.98821,3265187.104,7414,563464,34.56273542,2626.767892,1.76,1.88
2014,33,New Zealand,23,Canada & Pacific,2,Western,1,Wellington,-41.2866,174.7756,1048,77,44553.28221,3430602.73,9011,693847,37.0371156,2851.857901,1.93,2.01
2015,34,New Zealand,23,Canada & Pacific,2,Western,1,Wellington,-41.2866,174.7756,439,77,38615.99518,2973431.629,11427,879879,41.89526974,3225.93577,1.88,2
2016,35,New Zealand,23,Canada & Pacific,2,Western,1,Wellington,-41.2866,174.7756,204,77,40105.61339,3088132.231,12042,927234,42.52837113,3274.684577,1.84,1.95
2017,36,New Zealand,23,Canada & Pacific,2,Western,1,Wellington,-41.2866,174.7756,1029,77,42849.42632,3299405.827,12384,953568,46.09735478,3549.496318,1.77,1.92
2018,37,New Zealand,23,Canada & Pacific,2,Western,1,Wellington,-41.2866,174.7756,2107,77,42949.93058,3307144.655,11667,898359,41.42572896,3189.78113,1.67,1.88
2019,38,New Zealand,23,Canada & Pacific,2,Western,1,Wellington,-41.2866,174.7756,2550,77,42084.35337,3240495.209,12018,925386,52.13377643,4014.300785,1.67,1.88
1982,1,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,9677,55,9578.113803,526796.2592,6407,352385,36.79141092,2023.527601,0.91,1.35
1983,2,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,11336,55,10425.40682,573397.3751,7768,427240,43.90234879,2414.629183,0.91,1.35
1984,3,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,16044,56,10984.86583,615152.4865,8100,453600,48.87902007,2737.225124,0.91,1.35
1985,4,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,19313,56,11584.64933,648740.3625,9467,530152,67.78664937,3796.052365,0.91,1.35
1986,5,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,26824,56,17111.85373,958263.8089,11839,662984,85.79506818,4804.523818,0.91,1.35
1987,6,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,34421,56,20745.25209,1161734.117,16141,903896,107.6421364,6027.959638,0.91,1.35
1988,7,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,51126,56,25051.85432,1402903.842,18546,1038576,123.353645,6907.80412,0.91,1.35
1989,8,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,67268,56,24813.29938,1389544.765,19911,1115016,139.4599746,7809.758578,0.91,1.35
1990,9,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,83091,56,25359.34702,1420123.433,22599,1265544,93.47922715,5234.83672,0.91,1.35
1991,10,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,95142,57,28925.04158,1648727.37,25403,1447971,83.85449627,4779.706287,0.91,1.35
1992,11,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,97769,60,31464.54905,1887872.943,26591,1595460,57.68621165,3461.172699,0.91,1.35
1993,12,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,100721,61,35765.91409,2181720.759,31095,1896795,65.24932244,3980.208669,0.91,1.35
1994,13,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,98513,61,39268.56687,2395382.579,34117,2081137,73.20491295,4465.49969,0.91,1.35
1995,14,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,104997,58,43440.36787,2519541.336,37309,2163922,65.06204514,3773.598618,0.91,1.35
1996,15,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,116144,62,38436.92631,2383089.431,34578,2143836,62.47234819,3873.285588,0.91,1.35
1997,16,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,125041,64,35021.71909,2241390.022,33854,2166656,47.23661462,3023.143336,0.99,1.37
1998,17,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,134340,66,31902.7671,2105582.629,41423,2733918,60.49703373,3992.804226,1.07,1.39
1999,18,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,153815,66,36026.55608,2377752.701,55120,3637920,97.66048031,6445.5917,1.13,1.35
2000,19,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,159690,67,38532.04088,2581646.739,57091,3825097,64.59762823,4328.041091,1.2,1.32
2001,20,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,149859,68,33846.46564,2301559.664,55651,3784268,52.62006763,3578.164599,1.13,1.25
2002,21,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,147372,67,32289.35054,2163386.486,66468,4453356,50.28531346,3369.116002,1.07,1.18
2003,22,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,157176,68,34808.39092,2366970.583,57794,3929992,66.42657291,4517.006958,1.22,1.2
2004,23,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,174490,69,37688.72234,2600521.841,71005,4899345,73.88503528,5098.067434,1.36,1.27
2005,24,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,189851,69,37217.64873,2568017.762,81175,5601075,96.16206433,6635.182439,1.29,1.23
2006,25,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,204020,70,35433.98896,2480379.227,84428,5909960,101.847343,7129.31401,1.59,1.36
2007,26,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,222695,72,35275.22843,2539816.447,85224,6136128,95.9173454,6906.048869,1.45,1.34
2008,27,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,234748,73,39339.29757,2871768.723,99803,7285619,61.84716836,4514.84329,1.46,1.32
2009,28,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,238140,73,40855.17564,2982427.822,91196,6657308,63.19709827,4613.388174,1.45,1.29
2010,29,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,255012,73,44507.67639,3249060.376,113523,8287179,67.15277742,4902.152752,1.53,1.33
2011,30,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,274283,74,48167.99727,3564431.798,120482,8915668,54.00583973,3996.43214,1.47,1.31
2012,31,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,301183,75,48603.47665,3645260.749,125283,9396225,56.08112202,4206.084152,1.42,1.36
2013,32,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,350395,76,40454.44746,3074538.007,117239,8910164,88.11905484,6697.048168,1.62,1.44
2014,33,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,371874,76,38109.41211,2896315.32,104130,7913880,90.2602291,6859.777412,1.81,1.6
2015,34,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,401835,78,34524.46986,2692908.649,106932,8340696,111.5148947,8698.161787,1.78,1.52
2016,35,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,427229,78,38761.81815,3023421.816,124039,9675042,100.665541,7851.912198,1.82,1.42
2017,36,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,475864,78,38386.51115,2994147.87,117134,9136452,127.8610762,9973.163944,1.62,1.57
2018,37,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,493763,78,39159.42356,3054435.038,113254,8833812,106.9024789,8338.393354,1.68,1.53
2019,38,Japan,24,Asia,3,Emerging,2,Tokyo,35.6895,139.6917,619259,78,40246.88013,3139256.65,131793,10279854,121.8290841,9502.66856,1.59,1.54
1982,1,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,0,28,203.3349195,5693.377746,49,1372,9.28365,259.9422,-0.35,-0.55
1983,2,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,0,29,225.4319289,6537.525938,103,2987,9.28365,269.22585,-0.35,-0.55
1984,3,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,0,30,250.713969,7521.41907,215,6450,9.28365,278.5095,-0.35,-0.55
1985,4,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,0,31,294.4588485,9128.224304,322,9982,9.28365,287.79315,-0.35,-0.55
1986,5,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,0,32,281.9281209,9021.699869,183,5856,9.28365,297.0768,-0.35,-0.55
1987,6,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,0,32,251.811957,8057.982624,240,7680,9.28365,297.0768,-0.35,-0.55
1988,7,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,0,33,283.5376952,9356.743942,346,11418,9.28365,306.36045,-0.35,-0.55
1989,8,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,0,32,310.8819124,9948.221197,436,13952,9.28365,297.0768,-0.35,-0.55
1990,9,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,36,317.884673,11443.84823,354,12744,9.28365,334.2114,-0.35,-0.55
1991,10,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,38,333.1421454,12659.40153,426,16188,9.28365,352.7787,-0.35,-0.55
1992,11,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,39,366.4606923,14291.967,563,21957,9.28365,362.06235,-0.35,-0.55
1993,12,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,42,377.3898395,15850.37326,916,38472,9.28365,389.9133,-0.35,-0.55
1994,13,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,43,473.4922787,20360.16798,2557,109951,9.28365,399.19695,-0.35,-0.55
1995,14,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,44,609.6566792,26824.89388,2765,121660,9.28365,408.4806,-0.35,-0.55
1996,15,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,45,709.4137551,31923.61898,3848,173160,9.28365,417.76425,-0.35,-0.55
1997,16,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,47,781.7441643,36741.97572,5150,242050,16.8429,791.6163,-0.23,-0.5
1998,17,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,49,828.5804793,40600.44349,6350,311150,21.3783,1047.5367,-0.12,-0.46
1999,18,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,50,873.2870617,43664.35309,9401,470050,25.8354,1291.77,-0.11,-0.49
2000,19,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,52,959.3724836,49887.36915,11140,579280,38.0905,1980.706,-0.11,-0.53
2001,20,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,54,1053.108243,56867.84512,12081,652374,41.6398,2248.5492,-0.08,-0.51
2002,21,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,385,55,1148.50829,63167.95595,10570,581350,33.8741,1863.0755,-0.06,-0.5
2003,22,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,284,56,1288.643252,72164.02211,11261,630616,30.89697574,1730.230641,-0.08,-0.53
2004,23,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,435,58,1508.668098,87502.74968,17616,1021728,22.8972279,1328.039218,-0.06,-0.53
2005,24,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,574,60,1753.417829,105205.0697,19016,1140960,17.57910087,1054.746052,-0.12,-0.59
2006,25,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,785,61,2099.229435,128052.9955,26459,1613999,41.62064045,2538.859067,0.07,-0.64
2007,26,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,584,63,2693.970063,169720.114,29710,1871730,126.1530748,7947.643712,0.18,-0.54
2008,27,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,1105,62,3468.304602,215034.8853,53927,3343474,38.71713465,2400.462348,0.15,-0.42
2009,28,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,1624,62,3832.236432,237598.6588,54069,3352278,70.0384246,4342.382325,0.09,-0.41
2010,29,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,3300,62,4550.453108,282128.0927,58996,3657752,66.169408,4102.503296,0.09,-0.41
2011,30,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,3598,63,5618.132267,353942.3328,53661,3380643,45.18450949,2846.624098,0.09,-0.46
2012,31,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,7076,63,6316.918318,397965.854,54514,3434382,43.33422852,2730.056397,0.02,-0.54
2013,32,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,7855,63,7050.646271,444190.7151,60454,3808602,41.26411557,2599.639281,0,-0.52
2014,33,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,10071,64,7678.599486,491430.3671,82244,5263616,57.32273223,3668.654863,0.32,-0.41
2015,34,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,14714,63,8066.942635,508217.386,92150,5805450,74.02232996,4663.406787,0.41,-0.41
2016,35,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,31871,64,8147.937705,521468.0131,97458,6237312,65.17010737,4170.886872,0.35,-0.33
2017,36,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,31306,64,8879.438667,568284.0747,105146,6729344,70.76342433,4528.859157,0.42,-0.26
2018,37,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,33543,64,9976.677137,638507.3368,109332,6997248,45.51970357,2913.261028,0.48,-0.2
2019,38,China,25,Asia,3,Emerging,2,Beijing,39.9075,116.3972,37685,64,10261.67925,656747.472,116203,7436992,59.37085663,3799.734824,0.52,-0.27
1982,1,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,941,56,6133.784079,343491.9084,2854,159824,67.16154438,3761.046485,1.04,0.75
1983,2,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,941,56,5595.235139,313333.1678,3157,176792,65.39642982,3662.20007,1.04,0.75
1984,3,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,941,56,6208.226159,347660.6649,3418,191408,70.4762,3946.6672,1.04,0.75
1985,4,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,941,56,6542.931537,366404.1661,3510,196560,96.90188457,5426.505536,1.04,0.75
1986,5,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,941,56,7435.030698,416361.7191,4227,236712,131.084655,7340.74068,1.04,0.75
1987,6,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,941,56,9071.332602,507994.6257,4795,268520,106.8174103,5981.774977,1.04,0.75
1988,7,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,895,56,10609.74564,594145.7558,5486,307216,124.6201213,6978.726793,1.04,0.75
1989,8,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1124,56,12097.77516,677475.409,5412,303072,112.7562492,6314.349955,1.04,0.75
1990,9,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1511,56,13485.54489,755190.5138,6055,339080,108.3942839,6070.079898,1.04,0.75
1991,10,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1162,57,15465.85886,881553.955,6656,379392,137.0069924,7809.398567,1.04,0.75
1992,11,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1377,58,17976.42938,1042632.904,8693,504194,164.9369346,9566.342207,1.04,0.75
1993,12,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1518,60,20395.51737,1223731.042,10063,603780,319.925309,19195.51854,1.04,0.75
1994,13,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1505,61,22502.57974,1372657.364,11092,676612,198.4417368,12104.94594,1.04,0.75
1995,14,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1511,62,23497.49231,1456844.523,11768,729616,209.9544868,13017.17818,1.04,0.75
1996,15,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1711,62,24818.15455,1538725.582,14391,892242,281.2587971,17438.04542,1.04,0.75
1997,16,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1656,63,27330.03335,1721792.101,17315,1090845,233.051079,14682.21798,1.09,0.88
1998,17,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1458,63,25808.97095,1625965.17,17548,1105524,203.4308338,12816.14253,1.15,1.02
1999,18,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,885,64,25091.6666,1605866.662,22759,1456576,366.8736065,23479.91082,1.24,0.92
2000,19,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1493,64,25756.66378,1648426.482,27447,1756608,363.141147,23241.03341,1.33,0.82
2001,20,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1292,64,25230.21633,1614733.845,32494,2079616,298.7386283,19119.27221,1.36,1.06
2002,21,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,2005,64,24665.89,1578616.96,40329,2581056,278.3631301,17815.24033,1.39,1.29
2003,22,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,1984,65,23977.01945,1558506.264,36426,2367690,442.7917181,28781.46168,1.65,1.57
2004,23,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,2744,65,24928.10037,1620326.524,32735,2127775,509.4406253,33113.64064,1.76,1.59
2005,24,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,3467,66,26649.7508,1758883.553,36415,2403390,581.0424864,38348.8041,1.61,1.61
2006,25,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,2992,66,28224.21506,1862798.194,39636,2615976,886.1146768,58483.56867,1.91,1.55
2007,26,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,3809,67,30594.01784,2049799.195,40720,2728240,1254.465315,84049.17611,1.87,1.53
2008,27,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,4217,67,31515.66277,2111549.406,40042,2682814,605.9697276,40599.97175,1.86,1.49
2009,28,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,4236,67,30697.34038,2056721.805,50720,3398240,1076.935958,72154.70919,1.74,1.5
2010,29,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,4440,67,32549.99823,2180849.881,41264,2764688,1185.857008,79452.41954,1.68,1.54
2011,30,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,7605,67,35142.48793,2354546.691,46713,3129771,908.6162847,60877.29107,1.65,1.55
2012,31,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,9750,67,36730.8767,2460968.739,56086,3757762,1078.304795,72246.42127,1.83,1.58
2013,32,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,7404,67,38403.77771,2573053.107,56785,3804595,1124.705202,75355.24853,1.75,1.57
2014,33,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,9776,68,40315.28556,2741439.418,64741,4402388,1109.256064,75429.41235,1.83,1.86
2015,34,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,10981,68,42431.88828,2885368.403,69367,4716956,1029.425587,70000.93992,1.91,1.83
2016,35,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,11494,67,43731.10682,2929984.157,69287,4642229,995.2808403,66683.8163,1.84,1.72
2017,36,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,13330,67,46165.85651,3093112.386,79048,5296216,1274.897888,85418.1585,1.9,1.72
2018,37,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,13159,67,48543.40099,3252407.866,79797,5346399,1055.916045,70746.37502,1.9,1.77
2019,38,Hong Kong,26,Asia,3,Emerging,2,Hong Kong,22.2796,114.1887,14110,67,48713.47375,3263802.741,81883,5486161,1339.64454,89756.18418,1.74,1.6
1982,1,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,0,32,274.1113314,8771.562605,360,11520,30.4166,973.3312,-0.11,0.31
1983,2,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,0,32,291.2381101,9319.619523,358,11456,30.4166,973.3312,-0.11,0.31
1984,3,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,0,32,276.6679586,8853.374675,331,10592,30.4166,973.3312,-0.11,0.31
1985,4,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,0,31,296.4351516,9189.4897,381,11811,30.4166,942.9146,-0.11,0.31
1986,5,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,0,31,310.4659351,9624.443988,406,12586,30.4166,942.9146,-0.11,0.31
1987,6,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,0,31,340.4168316,10552.92178,407,12617,30.4166,942.9146,-0.11,0.31
1988,7,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,0,33,354.1492516,11686.9253,378,12474,30.4166,1003.7478,-0.11,0.31
1989,8,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,0,32,346.1128873,11075.61239,375,12000,30.4166,973.3312,-0.11,0.31
1990,9,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,32,367.5566093,11761.8115,372,11904,30.4166,973.3312,-0.11,0.31
1991,10,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,33,303.0556053,10000.83497,415,13695,30.4166,1003.7478,-0.11,0.31
1992,11,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,34,316.9539279,10776.43355,484,16456,30.4166,1034.1644,-0.11,0.31
1993,12,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,35,301.1590042,10540.56515,599,20965,30.4166,1064.581,-0.11,0.31
1994,13,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,38,346.1029503,13151.91211,1030,39140,30.4166,1155.8308,-0.11,0.31
1995,14,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,40,373.76648,14950.6592,1105,44200,30.4166,1216.664,-0.11,0.31
1996,15,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,41,399.9500768,16397.95315,1344,55104,30.4166,1247.0806,-0.11,0.31
1997,16,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,43,415.493797,17866.23327,1563,67209,28.745,1236.035,-0.09,0.33
1998,17,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,43,413.2989342,17771.85417,1592,68456,25.9954,1117.8022,-0.06,0.35
1999,18,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,45,441.9987596,19889.94418,2390,107550,30.2567,1361.5515,-0.1,0.34
2000,19,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,100,46,443.3141934,20392.4529,2379,109434,34.1548,1571.1208,-0.13,0.33
2001,20,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,260,49,451.5730011,22127.07705,2496,122304,25.6134,1255.0566,-0.13,0.17
2002,21,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,227,51,470.9867859,24020.32608,4232,215832,22.8935,1167.5685,-0.12,0
2003,22,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,352,52,546.7266145,28429.78395,4868,253136,45.92614089,2388.159326,-0.09,0.13
2004,23,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,629,53,627.7742473,33272.03511,7658,405874,54.69251531,2898.703311,-0.16,0.04
2005,24,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,1497,55,714.8610135,39317.35574,7162,393910,67.41664404,3707.915422,-0.11,0.13
2006,25,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,1438,57,806.7532806,45984.93699,9746,555522,87.09066395,4964.167845,-0.1,0.18
2007,26,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,1671,58,1028.334771,59643.41672,14622,848076,149.5066592,8671.386234,0.12,0.09
2008,27,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,2820,60,998.522339,59911.34034,18354,1101240,53.98341437,3239.004862,-0.02,0.09
2009,28,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,2555,60,1101.96084,66117.6504,21752,1305120,97.36443059,5841.865835,-0.01,0.01
2010,29,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,4102,61,1357.563719,82811.38686,24666,1504626,97.38688262,5940.59984,0.03,-0.04
2011,30,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,5323,62,1458.103527,90402.41867,19000,1178000,55.24712301,3425.321627,0.01,-0.09
2012,31,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,5959,62,1443.879529,89520.5308,25413,1575606,69.1239511,4285.684968,-0.17,-0.07
2013,32,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,7661,62,1449.605912,89875.56654,24850,1540700,61.33572746,3802.815103,-0.17,-0.06
2014,33,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,8927,62,1573.881492,97580.6525,33241,2060942,76.41992622,4738.035426,-0.21,-0.06
2015,34,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,9639,61,1605.605434,97941.93147,35361,2157021,72.07765218,4396.736783,0.09,-0.05
2016,35,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,4749,61,1732.564262,105686.42,40121,2447381,68.27095468,4164.528235,0.08,-0.03
2017,36,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,5669,62,1981.65105,122862.3651,45160,2799920,87.89228467,5449.32165,0.09,0
2018,37,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,5127,62,2005.863005,124363.5063,42444,2631528,76.79159638,4761.078976,0.28,0.03
2019,38,India,27,Asia,3,Emerging,2,Delhi,28.6667,77.2167,5009,62,2099.599048,130175.141,45883,2844746,75.97890796,4710.692294,0.17,-0.03
1982,1,Malaysia,28,Asia,3,Emerging,2,Kuala Lumpur,3.1412,101.6865,7,55,1852.256996,101874.1348,1221,67155,51.77362321,2847.549277,0.54,0.52
1983,2,Malaysia,28,Asia,3,Emerging,2,Kuala Lumpur,3.1412,101.6865,7,55,2047.771117,112627.4114,1162,63910,74.79885408,4113.936974,0.54,0.52
1984,3,Malaysia,28,Asia,3,Emerging,2,Kuala Lumpur,3.1412,101.6865,7,55,2234.257498,122884.1624,1111,61105,56.95831821,3132.707502,0.54,0.52
1985,4,Malaysia,28,Asia,3,Emerging,2,Kuala Lumpur,3.1412,101.6865,7,55,2000.147901,110008.1346,1152,63360,77.41604258,4257.882342,0.54,0.52
1986,5,Malaysia,28,Asia,3,Emerging,2,Kuala Lumpur,3.1412,101.6865,7,55,1728.685344,95077.69392,1019,56045,53.58379071,2947.108489,0.54,0.52
1987,6,Malaysia,28,Asia,3,Emerging,2,Kuala Lumpur,3.1412,101.6865,7,56,1947.80871,109077.2878,962,53872,56.71724163,3176.165531,0.54,0.52
1988,7,Malaysia,28,Asia,3,Emerging,2,Kuala Lumpur,3.1412,101.6865,42,58,2072.078295,120180.5411,1158,67164,65.36714186,3791.294228,0.54,0.52
1989,8,Malaysia,28,Asia,3,Emerging,2,Kuala Lumpur,3.1412,101.6865,29,58,2216.250446,128542.5259,1263,73254,102.1818369,5926.54654,0.54,0.52
